county,precinct,office,district,candidate,party,votes
OSAGE,CHAMOIS,U.S. House,9,Tamara Millay,LIB,2
OSAGE,CHAMOIS,U.S. House,9,Chris Earl,CST,0
OSAGE,CHAMOIS,U.S. Senate,,Kevin Tull,LIB,1
OSAGE,CHAMOIS,U.S. Senate,,Don Griffin,CST,1
OSAGE,CHAMOIS,U.S. Senate,,Nancy Farmer,DEM,89
OSAGE,CHAMOIS,U.S. Senate,,Christopher Bond,REP,322
OSAGE,COOPER HILL,Attorney General,,Jeremiah Nixon,DEM,66
OSAGE,COOPER HILL,Attorney General,,Christopher Byrd,REP,48
OSAGE,COOPER HILL,Attorney General,,David Browning,LIB,4
OSAGE,COOPER HILL,Attorney General,,David Fry,CST,3
OSAGE,COOPER HILL,Governor,,Claire McCaskill,DEM,37
OSAGE,COOPER HILL,Governor,,Matthew Blunt,REP,84
OSAGE,COOPER HILL,Governor,,John Swenson,LIB,0
OSAGE,COOPER HILL,Governor,,Robert Wells,CST,1
OSAGE,COOPER HILL,Governor,,Kenneth Johnson,WI,0
OSAGE,COOPER HILL,Lieutenant Governor,,Rebecca Cook,DEM,45
OSAGE,COOPER HILL,Lieutenant Governor,,Peter Kinder,REP,72
OSAGE,COOPER HILL,Lieutenant Governor,,Michael Ferguson,LIB,3
OSAGE,COOPER HILL,Lieutenant Governor,,Bruce Hillis,CST,1
OSAGE,COOPER HILL,Secretary Of State,,Robin Carnahan,DEM,42
OSAGE,COOPER HILL,Secretary Of State,,Catherine Hanaway,REP,72
OSAGE,COOPER HILL,Secretary Of State,,Christopher Davis,LIB,3
OSAGE,COOPER HILL,Secretary Of State,,Donna Ivanovich,CST,2
OSAGE,COOPER HILL,State House,112,Tommie Tramel,DEM,48
OSAGE,COOPER HILL,State House,112,Thomas Loehner,REP,73
OSAGE,COOPER HILL,State Treasurer,,Mark Powell,DEM,31
OSAGE,COOPER HILL,State Treasurer,,Sarah Steelman,REP,86
OSAGE,COOPER HILL,State Treasurer,,Lisa Emerson,LIB,1
OSAGE,COOPER HILL,State Treasurer,,Chris Fluharty,CST,1
OSAGE,COOPER HILL,President,,John F. Kerry,DEM,37
OSAGE,COOPER HILL,President,,George W. Bush,REP,82
OSAGE,COOPER HILL,President,,Michael Badnarik,LIB,0
OSAGE,COOPER HILL,President,,Michael A. Peroutka,CST,1
OSAGE,COOPER HILL,President,,Ralph Nader,WI,0
OSAGE,COOPER HILL,U.S. House,9,Linda Jacobsen,DEM,36
OSAGE,COOPER HILL,U.S. House,9,Kenny Hulshof,REP,81
OSAGE,COOPER HILL,U.S. House,9,Tamara Millay,LIB,2
OSAGE,COOPER HILL,U.S. House,9,Chris Earl,CST,0
OSAGE,COOPER HILL,U.S. Senate,,Kevin Tull,LIB,2
OSAGE,COOPER HILL,U.S. Senate,,Don Griffin,CST,1
OSAGE,COOPER HILL,U.S. Senate,,Nancy Farmer,DEM,42
OSAGE,COOPER HILL,U.S. Senate,,Christopher Bond,REP,76
OSAGE,FOLK,Attorney General,,Jeremiah Nixon,DEM,120
OSAGE,FOLK,Attorney General,,Christopher Byrd,REP,50
OSAGE,FOLK,Attorney General,,David Browning,LIB,2
OSAGE,FOLK,Attorney General,,David Fry,CST,0
OSAGE,FOLK,Governor,,Claire McCaskill,DEM,39
OSAGE,FOLK,Governor,,Matthew Blunt,REP,135
OSAGE,FOLK,Governor,,John Swenson,LIB,2
OSAGE,FOLK,Governor,,Robert Wells,CST,0
OSAGE,FOLK,Governor,,Kenneth Johnson,WI,0
OSAGE,FOLK,Lieutenant Governor,,Rebecca Cook,DEM,47
OSAGE,FOLK,Lieutenant Governor,,Peter Kinder,REP,123
OSAGE,FOLK,Lieutenant Governor,,Michael Ferguson,LIB,3
OSAGE,FOLK,Lieutenant Governor,,Bruce Hillis,CST,0
OSAGE,FOLK,Secretary Of State,,Robin Carnahan,DEM,61
OSAGE,FOLK,Secretary Of State,,Catherine Hanaway,REP,104
OSAGE,FOLK,Secretary Of State,,Christopher Davis,LIB,6
OSAGE,FOLK,Secretary Of State,,Donna Ivanovich,CST,1
OSAGE,FOLK,State House,112,Tommie Tramel,DEM,19
OSAGE,FOLK,State House,112,Thomas Loehner,REP,156
OSAGE,FOLK,State Treasurer,,Mark Powell,DEM,18
OSAGE,FOLK,State Treasurer,,Sarah Steelman,REP,156
OSAGE,FOLK,State Treasurer,,Lisa Emerson,LIB,1
OSAGE,FOLK,State Treasurer,,Chris Fluharty,CST,1
OSAGE,FOLK,President,,John F. Kerry,DEM,26
OSAGE,FOLK,President,,George W. Bush,REP,151
OSAGE,FOLK,President,,Michael Badnarik,LIB,0
OSAGE,FOLK,President,,Michael A. Peroutka,CST,0
OSAGE,FOLK,President,,Ralph Nader,WI,0
OSAGE,FOLK,U.S. House,9,Linda Jacobsen,DEM,15
OSAGE,FOLK,U.S. House,9,Kenny Hulshof,REP,156
OSAGE,FOLK,U.S. House,9,Tamara Millay,LIB,1
OSAGE,FOLK,U.S. House,9,Chris Earl,CST,0
OSAGE,FOLK,U.S. Senate,,Kevin Tull,LIB,0
OSAGE,FOLK,U.S. Senate,,Don Griffin,CST,0
OSAGE,FOLK,U.S. Senate,,Nancy Farmer,DEM,30
OSAGE,FOLK,U.S. Senate,,Christopher Bond,REP,147
OSAGE,FRANKENSTEIN,Attorney General,,Jeremiah Nixon,DEM,101
OSAGE,FRANKENSTEIN,Attorney General,,Christopher Byrd,REP,68
OSAGE,FRANKENSTEIN,Attorney General,,David Browning,LIB,0
OSAGE,FRANKENSTEIN,Attorney General,,David Fry,CST,0
OSAGE,FRANKENSTEIN,Governor,,Claire McCaskill,DEM,53
OSAGE,FRANKENSTEIN,Governor,,Matthew Blunt,REP,115
OSAGE,FRANKENSTEIN,Governor,,John Swenson,LIB,1
OSAGE,FRANKENSTEIN,Governor,,Robert Wells,CST,0
OSAGE,FRANKENSTEIN,Governor,,Kenneth Johnson,WI,0
OSAGE,FRANKENSTEIN,Lieutenant Governor,,Rebecca Cook,DEM,50
OSAGE,FRANKENSTEIN,Lieutenant Governor,,Peter Kinder,REP,115
OSAGE,FRANKENSTEIN,Lieutenant Governor,,Michael Ferguson,LIB,1
OSAGE,FRANKENSTEIN,Lieutenant Governor,,Bruce Hillis,CST,0
OSAGE,FRANKENSTEIN,Secretary Of State,,Robin Carnahan,DEM,63
OSAGE,FRANKENSTEIN,Secretary Of State,,Catherine Hanaway,REP,99
OSAGE,FRANKENSTEIN,Secretary Of State,,Christopher Davis,LIB,5
OSAGE,FRANKENSTEIN,Secretary Of State,,Donna Ivanovich,CST,1
OSAGE,FRANKENSTEIN,State House,112,Tommie Tramel,DEM,22
OSAGE,FRANKENSTEIN,State House,112,Thomas Loehner,REP,147
OSAGE,FRANKENSTEIN,State Treasurer,,Mark Powell,DEM,19
OSAGE,FRANKENSTEIN,State Treasurer,,Sarah Steelman,REP,150
OSAGE,FRANKENSTEIN,State Treasurer,,Lisa Emerson,LIB,0
OSAGE,FRANKENSTEIN,State Treasurer,,Chris Fluharty,CST,0
OSAGE,FRANKENSTEIN,President,,John F. Kerry,DEM,34
OSAGE,FRANKENSTEIN,President,,George W. Bush,REP,136
OSAGE,FRANKENSTEIN,President,,Michael Badnarik,LIB,0
OSAGE,FRANKENSTEIN,President,,Michael A. Peroutka,CST,0
OSAGE,FRANKENSTEIN,President,,Ralph Nader,WI,0
OSAGE,FRANKENSTEIN,U.S. House,9,Linda Jacobsen,DEM,24
OSAGE,FRANKENSTEIN,U.S. House,9,Kenny Hulshof,REP,146
OSAGE,FRANKENSTEIN,U.S. House,9,Tamara Millay,LIB,0
OSAGE,FRANKENSTEIN,U.S. House,9,Chris Earl,CST,0
OSAGE,FRANKENSTEIN,U.S. Senate,,Kevin Tull,LIB,0
OSAGE,FRANKENSTEIN,U.S. Senate,,Don Griffin,CST,1
OSAGE,FRANKENSTEIN,U.S. Senate,,Nancy Farmer,DEM,26
OSAGE,FRANKENSTEIN,U.S. Senate,,Christopher Bond,REP,143
OSAGE,FREEBURG,Attorney General,,Jeremiah Nixon,DEM,264
OSAGE,FREEBURG,Attorney General,,Christopher Byrd,REP,77
OSAGE,FREEBURG,Attorney General,,David Browning,LIB,5
OSAGE,FREEBURG,Attorney General,,David Fry,CST,7
OSAGE,FREEBURG,Governor,,Claire McCaskill,DEM,120
OSAGE,FREEBURG,Governor,,Matthew Blunt,REP,235
OSAGE,FREEBURG,Governor,,John Swenson,LIB,2
OSAGE,FREEBURG,Governor,,Robert Wells,CST,2
OSAGE,FREEBURG,Governor,,Kenneth Johnson,WI,0
OSAGE,FREEBURG,Lieutenant Governor,,Rebecca Cook,DEM,165
OSAGE,FREEBURG,Lieutenant Governor,,Peter Kinder,REP,184
OSAGE,FREEBURG,Lieutenant Governor,,Michael Ferguson,LIB,5
OSAGE,FREEBURG,Lieutenant Governor,,Bruce Hillis,CST,4
OSAGE,FREEBURG,Secretary Of State,,Robin Carnahan,DEM,180
OSAGE,FREEBURG,Secretary Of State,,Catherine Hanaway,REP,164
OSAGE,FREEBURG,Secretary Of State,,Christopher Davis,LIB,5
OSAGE,FREEBURG,Secretary Of State,,Donna Ivanovich,CST,8
OSAGE,FREEBURG,State House,112,Tommie Tramel,DEM,46
OSAGE,FREEBURG,State House,112,Thomas Loehner,REP,310
OSAGE,FREEBURG,State Treasurer,,Mark Powell,DEM,59
OSAGE,FREEBURG,State Treasurer,,Sarah Steelman,REP,289
OSAGE,FREEBURG,State Treasurer,,Lisa Emerson,LIB,5
OSAGE,FREEBURG,State Treasurer,,Chris Fluharty,CST,5
OSAGE,FREEBURG,President,,John F. Kerry,DEM,123
OSAGE,FREEBURG,President,,George W. Bush,REP,235
OSAGE,FREEBURG,President,,Michael Badnarik,LIB,0
OSAGE,FREEBURG,President,,Michael A. Peroutka,CST,1
OSAGE,FREEBURG,President,,Ralph Nader,WI,0
OSAGE,FREEBURG,U.S. House,9,Linda Jacobsen,DEM,81
OSAGE,FREEBURG,U.S. House,9,Kenny Hulshof,REP,269
OSAGE,FREEBURG,U.S. House,9,Tamara Millay,LIB,2
OSAGE,FREEBURG,U.S. House,9,Chris Earl,CST,3
OSAGE,FREEBURG,U.S. Senate,,Kevin Tull,LIB,1
OSAGE,FREEBURG,U.S. Senate,,Don Griffin,CST,2
OSAGE,FREEBURG,U.S. Senate,,Nancy Farmer,DEM,111
OSAGE,FREEBURG,U.S. Senate,,Christopher Bond,REP,246
OSAGE,FREEDOM,Attorney General,,Jeremiah Nixon,DEM,61
OSAGE,FREEDOM,Attorney General,,Christopher Byrd,REP,72
OSAGE,FREEDOM,Attorney General,,David Browning,LIB,2
OSAGE,FREEDOM,Attorney General,,David Fry,CST,2
OSAGE,FREEDOM,Governor,,Claire McCaskill,DEM,44
OSAGE,FREEDOM,Governor,,Matthew Blunt,REP,96
OSAGE,FREEDOM,Governor,,John Swenson,LIB,1
OSAGE,FREEDOM,Governor,,Robert Wells,CST,1
OSAGE,FREEDOM,Governor,,Kenneth Johnson,WI,0
OSAGE,FREEDOM,Lieutenant Governor,,Rebecca Cook,DEM,40
OSAGE,FREEDOM,Lieutenant Governor,,Peter Kinder,REP,97
OSAGE,FREEDOM,Lieutenant Governor,,Michael Ferguson,LIB,2
OSAGE,FREEDOM,Lieutenant Governor,,Bruce Hillis,CST,1
OSAGE,FREEDOM,Secretary Of State,,Robin Carnahan,DEM,47
OSAGE,FREEDOM,Secretary Of State,,Catherine Hanaway,REP,89
OSAGE,FREEDOM,Secretary Of State,,Christopher Davis,LIB,1
OSAGE,FREEDOM,Secretary Of State,,Donna Ivanovich,CST,2
OSAGE,FREEDOM,State House,112,Tommie Tramel,DEM,30
OSAGE,FREEDOM,State House,112,Thomas Loehner,REP,110
OSAGE,FREEDOM,State Treasurer,,Mark Powell,DEM,30
OSAGE,FREEDOM,State Treasurer,,Sarah Steelman,REP,105
OSAGE,FREEDOM,State Treasurer,,Lisa Emerson,LIB,3
OSAGE,FREEDOM,State Treasurer,,Chris Fluharty,CST,3
OSAGE,FREEDOM,President,,John F. Kerry,DEM,33
OSAGE,FREEDOM,President,,George W. Bush,REP,105
OSAGE,FREEDOM,President,,Michael Badnarik,LIB,1
OSAGE,FREEDOM,President,,Michael A. Peroutka,CST,0
OSAGE,FREEDOM,President,,Ralph Nader,WI,0
OSAGE,FREEDOM,U.S. House,9,Linda Jacobsen,DEM,26
OSAGE,FREEDOM,U.S. House,9,Kenny Hulshof,REP,111
OSAGE,FREEDOM,U.S. House,9,Tamara Millay,LIB,1
OSAGE,FREEDOM,U.S. House,9,Chris Earl,CST,1
OSAGE,FREEDOM,U.S. Senate,,Kevin Tull,LIB,1
OSAGE,FREEDOM,U.S. Senate,,Don Griffin,CST,1
OSAGE,FREEDOM,U.S. Senate,,Nancy Farmer,DEM,35
OSAGE,FREEDOM,U.S. Senate,,Christopher Bond,REP,104
OSAGE,HOPE,Attorney General,,Jeremiah Nixon,DEM,45
OSAGE,HOPE,Attorney General,,Christopher Byrd,REP,22
OSAGE,HOPE,Attorney General,,David Browning,LIB,0
OSAGE,HOPE,Attorney General,,David Fry,CST,0
OSAGE,HOPE,Governor,,Claire McCaskill,DEM,30
OSAGE,HOPE,Governor,,Matthew Blunt,REP,38
OSAGE,HOPE,Governor,,John Swenson,LIB,0
OSAGE,HOPE,Governor,,Robert Wells,CST,0
OSAGE,HOPE,Governor,,Kenneth Johnson,WI,0
OSAGE,HOPE,Lieutenant Governor,,Rebecca Cook,DEM,29
OSAGE,HOPE,Lieutenant Governor,,Peter Kinder,REP,37
OSAGE,HOPE,Lieutenant Governor,,Michael Ferguson,LIB,1
OSAGE,HOPE,Lieutenant Governor,,Bruce Hillis,CST,0
OSAGE,HOPE,Secretary Of State,,Robin Carnahan,DEM,32
OSAGE,HOPE,Secretary Of State,,Catherine Hanaway,REP,33
OSAGE,HOPE,Secretary Of State,,Christopher Davis,LIB,2
OSAGE,HOPE,Secretary Of State,,Donna Ivanovich,CST,0
OSAGE,HOPE,State House,112,Tommie Tramel,DEM,15
OSAGE,HOPE,State House,112,Thomas Loehner,REP,52
OSAGE,HOPE,State Treasurer,,Mark Powell,DEM,22
OSAGE,HOPE,State Treasurer,,Sarah Steelman,REP,44
OSAGE,HOPE,State Treasurer,,Lisa Emerson,LIB,0
OSAGE,HOPE,State Treasurer,,Chris Fluharty,CST,1
OSAGE,HOPE,President,,John F. Kerry,DEM,25
OSAGE,HOPE,President,,George W. Bush,REP,43
OSAGE,HOPE,President,,Michael Badnarik,LIB,0
OSAGE,HOPE,President,,Michael A. Peroutka,CST,0
OSAGE,HOPE,President,,Ralph Nader,WI,0
OSAGE,HOPE,U.S. House,9,Linda Jacobsen,DEM,20
OSAGE,HOPE,U.S. House,9,Kenny Hulshof,REP,48
OSAGE,HOPE,U.S. House,9,Tamara Millay,LIB,0
OSAGE,HOPE,U.S. House,9,Chris Earl,CST,0
OSAGE,HOPE,U.S. Senate,,Kevin Tull,LIB,0
OSAGE,HOPE,U.S. Senate,,Don Griffin,CST,1
OSAGE,HOPE,U.S. Senate,,Nancy Farmer,DEM,22
OSAGE,HOPE,U.S. Senate,,Christopher Bond,REP,45
OSAGE,KOELTZTOWN,Attorney General,,Jeremiah Nixon,DEM,148
OSAGE,KOELTZTOWN,Attorney General,,Christopher Byrd,REP,33
OSAGE,KOELTZTOWN,Attorney General,,David Browning,LIB,0
OSAGE,KOELTZTOWN,Attorney General,,David Fry,CST,0
OSAGE,KOELTZTOWN,Governor,,Claire McCaskill,DEM,65
OSAGE,KOELTZTOWN,Governor,,Matthew Blunt,REP,121
OSAGE,KOELTZTOWN,Governor,,John Swenson,LIB,0
OSAGE,KOELTZTOWN,Governor,,Robert Wells,CST,1
OSAGE,KOELTZTOWN,Governor,,Kenneth Johnson,WI,0
OSAGE,KOELTZTOWN,Lieutenant Governor,,Rebecca Cook,DEM,75
OSAGE,KOELTZTOWN,Lieutenant Governor,,Peter Kinder,REP,105
OSAGE,KOELTZTOWN,Lieutenant Governor,,Michael Ferguson,LIB,3
OSAGE,KOELTZTOWN,Lieutenant Governor,,Bruce Hillis,CST,0
OSAGE,KOELTZTOWN,Secretary Of State,,Robin Carnahan,DEM,72
OSAGE,KOELTZTOWN,Secretary Of State,,Catherine Hanaway,REP,108
OSAGE,KOELTZTOWN,Secretary Of State,,Christopher Davis,LIB,5
OSAGE,KOELTZTOWN,Secretary Of State,,Donna Ivanovich,CST,0
OSAGE,KOELTZTOWN,State House,112,Tommie Tramel,DEM,15
OSAGE,KOELTZTOWN,State House,112,Thomas Loehner,REP,174
OSAGE,KOELTZTOWN,State Treasurer,,Mark Powell,DEM,28
OSAGE,KOELTZTOWN,State Treasurer,,Sarah Steelman,REP,155
OSAGE,KOELTZTOWN,State Treasurer,,Lisa Emerson,LIB,1
OSAGE,KOELTZTOWN,State Treasurer,,Chris Fluharty,CST,0
OSAGE,KOELTZTOWN,President,,John F. Kerry,DEM,54
OSAGE,KOELTZTOWN,President,,George W. Bush,REP,135
OSAGE,KOELTZTOWN,President,,Michael Badnarik,LIB,1
OSAGE,KOELTZTOWN,President,,Michael A. Peroutka,CST,1
OSAGE,KOELTZTOWN,President,,Ralph Nader,WI,0
OSAGE,KOELTZTOWN,U.S. House,9,Linda Jacobsen,DEM,30
OSAGE,KOELTZTOWN,U.S. House,9,Kenny Hulshof,REP,152
OSAGE,KOELTZTOWN,U.S. House,9,Tamara Millay,LIB,0
OSAGE,KOELTZTOWN,U.S. House,9,Chris Earl,CST,0
OSAGE,KOELTZTOWN,U.S. Senate,,Kevin Tull,LIB,0
OSAGE,KOELTZTOWN,U.S. Senate,,Don Griffin,CST,1
OSAGE,KOELTZTOWN,U.S. Senate,,Nancy Farmer,DEM,51
OSAGE,KOELTZTOWN,U.S. Senate,,Christopher Bond,REP,135
OSAGE,LOOSE CREEK,Attorney General,,Jeremiah Nixon,DEM,558
OSAGE,LOOSE CREEK,Attorney General,,Christopher Byrd,REP,230
OSAGE,LOOSE CREEK,Attorney General,,David Browning,LIB,1
OSAGE,LOOSE CREEK,Attorney General,,David Fry,CST,3
OSAGE,LOOSE CREEK,Governor,,Claire McCaskill,DEM,222
OSAGE,LOOSE CREEK,Governor,,Matthew Blunt,REP,579
OSAGE,LOOSE CREEK,Governor,,John Swenson,LIB,6
OSAGE,LOOSE CREEK,Governor,,Robert Wells,CST,0
OSAGE,LOOSE CREEK,Governor,,Kenneth Johnson,WI,0
OSAGE,LOOSE CREEK,Lieutenant Governor,,Rebecca Cook,DEM,261
OSAGE,LOOSE CREEK,Lieutenant Governor,,Peter Kinder,REP,527
OSAGE,LOOSE CREEK,Lieutenant Governor,,Michael Ferguson,LIB,10
OSAGE,LOOSE CREEK,Lieutenant Governor,,Bruce Hillis,CST,3
OSAGE,LOOSE CREEK,Secretary Of State,,Robin Carnahan,DEM,304
OSAGE,LOOSE CREEK,Secretary Of State,,Catherine Hanaway,REP,476
OSAGE,LOOSE CREEK,Secretary Of State,,Christopher Davis,LIB,21
OSAGE,LOOSE CREEK,Secretary Of State,,Donna Ivanovich,CST,1
OSAGE,LOOSE CREEK,State House,112,Tommie Tramel,DEM,111
OSAGE,LOOSE CREEK,State House,112,Thomas Loehner,REP,682
OSAGE,LOOSE CREEK,State Treasurer,,Mark Powell,DEM,102
OSAGE,LOOSE CREEK,State Treasurer,,Sarah Steelman,REP,696
OSAGE,LOOSE CREEK,State Treasurer,,Lisa Emerson,LIB,1
OSAGE,LOOSE CREEK,State Treasurer,,Chris Fluharty,CST,3
OSAGE,LOOSE CREEK,President,,John F. Kerry,DEM,169
OSAGE,LOOSE CREEK,President,,George W. Bush,REP,639
OSAGE,LOOSE CREEK,President,,Michael Badnarik,LIB,1
OSAGE,LOOSE CREEK,President,,Michael A. Peroutka,CST,1
OSAGE,LOOSE CREEK,President,,Ralph Nader,WI,0
OSAGE,LOOSE CREEK,U.S. House,9,Linda Jacobsen,DEM,104
OSAGE,LOOSE CREEK,U.S. House,9,Kenny Hulshof,REP,690
OSAGE,LOOSE CREEK,U.S. House,9,Tamara Millay,LIB,0
OSAGE,LOOSE CREEK,U.S. House,9,Chris Earl,CST,3
OSAGE,LOOSE CREEK,U.S. Senate,,Kevin Tull,LIB,1
OSAGE,LOOSE CREEK,U.S. Senate,,Don Griffin,CST,3
OSAGE,LOOSE CREEK,U.S. Senate,,Nancy Farmer,DEM,144
OSAGE,LOOSE CREEK,U.S. Senate,,Christopher Bond,REP,659
OSAGE,MASONIC HALL,Attorney General,,Jeremiah Nixon,DEM,517
OSAGE,MASONIC HALL,Attorney General,,Christopher Byrd,REP,233
OSAGE,MASONIC HALL,Attorney General,,David Browning,LIB,8
OSAGE,MASONIC HALL,Attorney General,,David Fry,CST,3
OSAGE,MASONIC HALL,Governor,,Claire McCaskill,DEM,246
OSAGE,MASONIC HALL,Governor,,Matthew Blunt,REP,522
OSAGE,MASONIC HALL,Governor,,John Swenson,LIB,5
OSAGE,MASONIC HALL,Governor,,Robert Wells,CST,1
OSAGE,MASONIC HALL,Governor,,Kenneth Johnson,WI,0
OSAGE,MASONIC HALL,Lieutenant Governor,,Rebecca Cook,DEM,304
OSAGE,MASONIC HALL,Lieutenant Governor,,Peter Kinder,REP,443
OSAGE,MASONIC HALL,Lieutenant Governor,,Michael Ferguson,LIB,13
OSAGE,MASONIC HALL,Lieutenant Governor,,Bruce Hillis,CST,4
OSAGE,MASONIC HALL,Secretary Of State,,Robin Carnahan,DEM,335
OSAGE,MASONIC HALL,Secretary Of State,,Catherine Hanaway,REP,406
OSAGE,MASONIC HALL,Secretary Of State,,Christopher Davis,LIB,22
OSAGE,MASONIC HALL,Secretary Of State,,Donna Ivanovich,CST,2
OSAGE,MASONIC HALL,State House,112,Tommie Tramel,DEM,162
OSAGE,MASONIC HALL,State House,112,Thomas Loehner,REP,598
OSAGE,MASONIC HALL,State Treasurer,,Mark Powell,DEM,147
OSAGE,MASONIC HALL,State Treasurer,,Sarah Steelman,REP,605
OSAGE,MASONIC HALL,State Treasurer,,Lisa Emerson,LIB,10
OSAGE,MASONIC HALL,State Treasurer,,Chris Fluharty,CST,1
OSAGE,MASONIC HALL,President,,John F. Kerry,DEM,208
OSAGE,MASONIC HALL,President,,George W. Bush,REP,566
OSAGE,MASONIC HALL,President,,Michael Badnarik,LIB,0
OSAGE,MASONIC HALL,President,,Michael A. Peroutka,CST,0
OSAGE,MASONIC HALL,President,,Ralph Nader,WI,0
OSAGE,MASONIC HALL,U.S. House,9,Linda Jacobsen,DEM,161
OSAGE,MASONIC HALL,U.S. House,9,Kenny Hulshof,REP,595
OSAGE,MASONIC HALL,U.S. House,9,Tamara Millay,LIB,5
OSAGE,MASONIC HALL,U.S. House,9,Chris Earl,CST,1
OSAGE,MASONIC HALL,U.S. Senate,,Kevin Tull,LIB,4
OSAGE,MASONIC HALL,U.S. Senate,,Don Griffin,CST,1
OSAGE,MASONIC HALL,U.S. Senate,,Nancy Farmer,DEM,192
OSAGE,MASONIC HALL,U.S. Senate,,Christopher Bond,REP,579
OSAGE,META,Attorney General,,Jeremiah Nixon,DEM,169
OSAGE,META,Attorney General,,Christopher Byrd,REP,88
OSAGE,META,Attorney General,,David Browning,LIB,2
OSAGE,META,Attorney General,,David Fry,CST,0
OSAGE,META,Governor,,Claire McCaskill,DEM,83
OSAGE,META,Governor,,Matthew Blunt,REP,178
OSAGE,META,Governor,,John Swenson,LIB,1
OSAGE,META,Governor,,Robert Wells,CST,0
OSAGE,META,Governor,,Kenneth Johnson,WI,0
OSAGE,META,Lieutenant Governor,,Rebecca Cook,DEM,85
OSAGE,META,Lieutenant Governor,,Peter Kinder,REP,162
OSAGE,META,Lieutenant Governor,,Michael Ferguson,LIB,12
OSAGE,META,Lieutenant Governor,,Bruce Hillis,CST,1
OSAGE,META,Secretary Of State,,Robin Carnahan,DEM,107
OSAGE,META,Secretary Of State,,Catherine Hanaway,REP,146
OSAGE,META,Secretary Of State,,Christopher Davis,LIB,4
OSAGE,META,Secretary Of State,,Donna Ivanovich,CST,0
OSAGE,META,State House,112,Tommie Tramel,DEM,45
OSAGE,META,State House,112,Thomas Loehner,REP,212
OSAGE,META,State Treasurer,,Mark Powell,DEM,47
OSAGE,META,State Treasurer,,Sarah Steelman,REP,211
OSAGE,META,State Treasurer,,Lisa Emerson,LIB,2
OSAGE,META,State Treasurer,,Chris Fluharty,CST,0
OSAGE,META,President,,John F. Kerry,DEM,60
OSAGE,META,President,,George W. Bush,REP,201
OSAGE,META,President,,Michael Badnarik,LIB,0
OSAGE,META,President,,Michael A. Peroutka,CST,1
OSAGE,META,President,,Ralph Nader,WI,0
OSAGE,META,U.S. House,9,Linda Jacobsen,DEM,45
OSAGE,META,U.S. House,9,Kenny Hulshof,REP,207
OSAGE,META,U.S. House,9,Tamara Millay,LIB,5
OSAGE,META,U.S. House,9,Chris Earl,CST,1
OSAGE,META,U.S. Senate,,Kevin Tull,LIB,1
OSAGE,META,U.S. Senate,,Don Griffin,CST,1
OSAGE,META,U.S. Senate,,Nancy Farmer,DEM,62
OSAGE,META,U.S. Senate,,Christopher Bond,REP,197
OSAGE,OAK RIDGE,Attorney General,,Jeremiah Nixon,DEM,74
OSAGE,OAK RIDGE,Attorney General,,Christopher Byrd,REP,32
OSAGE,OAK RIDGE,Attorney General,,David Browning,LIB,0
OSAGE,OAK RIDGE,Attorney General,,David Fry,CST,1
OSAGE,OAK RIDGE,Governor,,Claire McCaskill,DEM,41
OSAGE,OAK RIDGE,Governor,,Matthew Blunt,REP,68
OSAGE,OAK RIDGE,Governor,,John Swenson,LIB,0
OSAGE,OAK RIDGE,Governor,,Robert Wells,CST,0
OSAGE,OAK RIDGE,Governor,,Kenneth Johnson,WI,0
OSAGE,OAK RIDGE,Lieutenant Governor,,Rebecca Cook,DEM,40
OSAGE,OAK RIDGE,Lieutenant Governor,,Peter Kinder,REP,66
OSAGE,OAK RIDGE,Lieutenant Governor,,Michael Ferguson,LIB,2
OSAGE,OAK RIDGE,Lieutenant Governor,,Bruce Hillis,CST,0
OSAGE,OAK RIDGE,Secretary Of State,,Robin Carnahan,DEM,42
OSAGE,OAK RIDGE,Secretary Of State,,Catherine Hanaway,REP,64
OSAGE,OAK RIDGE,Secretary Of State,,Christopher Davis,LIB,2
OSAGE,OAK RIDGE,Secretary Of State,,Donna Ivanovich,CST,0
OSAGE,OAK RIDGE,State House,112,Tommie Tramel,DEM,18
OSAGE,OAK RIDGE,State House,112,Thomas Loehner,REP,90
OSAGE,OAK RIDGE,State Treasurer,,Mark Powell,DEM,21
OSAGE,OAK RIDGE,State Treasurer,,Sarah Steelman,REP,84
OSAGE,OAK RIDGE,State Treasurer,,Lisa Emerson,LIB,1
OSAGE,OAK RIDGE,State Treasurer,,Chris Fluharty,CST,0
OSAGE,OAK RIDGE,President,,John F. Kerry,DEM,23
OSAGE,OAK RIDGE,President,,George W. Bush,REP,83
OSAGE,OAK RIDGE,President,,Michael Badnarik,LIB,1
OSAGE,OAK RIDGE,President,,Michael A. Peroutka,CST,0
OSAGE,OAK RIDGE,President,,Ralph Nader,WI,0
OSAGE,OAK RIDGE,U.S. House,9,Linda Jacobsen,DEM,18
OSAGE,OAK RIDGE,U.S. House,9,Kenny Hulshof,REP,86
OSAGE,OAK RIDGE,U.S. House,9,Tamara Millay,LIB,0
OSAGE,OAK RIDGE,U.S. House,9,Chris Earl,CST,0
OSAGE,OAK RIDGE,U.S. Senate,,Kevin Tull,LIB,0
OSAGE,OAK RIDGE,U.S. Senate,,Don Griffin,CST,0
OSAGE,OAK RIDGE,U.S. Senate,,Nancy Farmer,DEM,25
OSAGE,OAK RIDGE,U.S. Senate,,Christopher Bond,REP,84
OSAGE,PLATTNERS,Attorney General,,Jeremiah Nixon,DEM,31
